,Counts
"('11/05/2016-77', 'Present')",2
"('15/05/2013-217', 'Present')",2
"('11/05/2016-163', 'Present')",2
"('14/05/2013-43', 'Present')",2
"('12/05/2016-271', 'Present')",2
"('21/05/2015-316', 'Present')",2
"('11/05/2016-47', 'Present')",2
"('20/05/2015-16', 'Present')",2
"('11/05/2016-73', 'Present')",2
"('14/05/2013-75', 'Present')",2
"('28/05/2014-134', 'Present')",2
"('14/05/2013-96', 'Present')",2
"('14/05/2013-86', 'Present')",2
"('03/06/2015-7', 'Present')",2
"('14/05/2013-108', 'Present')",2
"('14/05/2013-102', 'Present')",2
"('28/05/2014-105', 'Present')",2
"('03/06/2015-18', 'Present')",2
"('20/05/2015-22', 'Present')",2
"('15/05/2013-382', 'Present')",2
"('15/05/2013-426', 'Present')",2
"('20/05/2015-23', 'Present')",2
"('15/05/2013-418', 'Present')",2
"('14/05/2013-49', 'Present')",2
"('15/05/2013-387', 'Present')",2
"('14/05/2013-60', 'Present')",2
"('11/05/2016-166', 'Present')",2
"('14/05/2013-79', 'Present')",2
"('15/05/2013-375', 'Present')",2
"('15/05/2013-414', 'Present')",2
"('14/05/2013-53', 'Present')",2
"('14/05/2013-33', 'Present')",2
"('12/05/2016-300', 'Present')",2
"('14/05/2013-98', 'Present')",2
"('14/05/2013-32', 'Present')",2
"('03/06/2015-17', 'Present')",2
"('14/05/2013-80', 'Present')",2
"('14/05/2013-63', 'Present')",2
"('11/06/2014-2', 'Present')",2
"('14/05/2013-58', 'Present')",2
"('03/06/2015-8', 'Present')",2
"('28/05/2014-135', 'Present')",2
"('14/05/2013-38', 'Present')",2
"('14/05/2013-78', 'Present')",2
"('14/05/2013-99', 'Present')",2
"('29/05/2014-504', 'Present')",2
"('14/05/2013-52', 'Present')",2
"('11/05/2016-96', 'Present')",2
"('15/05/2013-362', 'Present')",2
"('14/05/2013-70', 'Present')",2
"('03/06/2015-14', 'Present')",2
"('15/05/2013-419', 'Present')",2
"('14/05/2013-111', 'Present')",2
"('14/05/2013-36', 'Present')",2
"('03/06/2015-9', 'Present')",2
"('11/05/2016-11', 'Present')",2
"('20/05/2015-17', 'Present')",2
"('28/05/2014-143', 'Present')",2
"('15/05/2013-368', 'Present')",2
"('11/05/2016-69', 'Present')",2
"('20/05/2015-6', 'Present')",2
"('11/05/2016-107', 'Present')",2
"('20/05/2015-7', 'Present')",2
"('11/05/2016-78', 'Present')",2
"('14/05/2013-103', 'Present')",2
"('12/05/2016-289', 'Present')",2
"('14/05/2013-42', 'Present')",2
"('15/05/2013-357', 'Present')",2
"('03/06/2015-16', 'Present')",2
"('15/05/2013-207', 'Present')",2
"('15/05/2013-391', 'Present')",2
"('20/05/2015-26', 'Present')",2
"('14/05/2013-34', 'Present')",2
"('14/05/2013-59', 'Present')",2
"('14/05/2013-82', 'Present')",2
"('15/05/2013-398', 'Present')",2
"('11/05/2016-167', 'Present')",2
"('11/05/2016-202', 'Present')",2
"('15/05/2013-320', 'Present')",2
"('12/05/2016-294', 'Present')",2
"('12/05/2016-279', 'Present')",2
"('11/05/2016-201', 'Present')",2
"('28/05/2014-103', 'Present')",2
"('03/06/2015-6', 'Present')",2
"('15/05/2013-318', 'Present')",2
"('15/05/2013-216', 'Present')",2
"('14/05/2013-84', 'Present')",2
"('14/05/2013-51', 'Present')",2
"('15/05/2013-360', 'Present')",2
"('16/05/2013-597', 'Present')",2
"('14/05/2013-61', 'Present')",2
"('15/05/2013-379', 'Present')",2
"('14/05/2013-40', 'Present')",2
"('14/05/2013-31', 'Present')",2
"('11/05/2016-62', 'Present')",2
"('15/05/2013-371', 'Present')",2
"('16/05/2013-598', 'Present')",2
"('15/05/2013-302', 'Present')",2
"('14/05/2013-100', 'Present')",2
"('15/05/2013-384', 'Present')",2
"('11/05/2016-200', 'Present')",2
"('14/05/2013-68', 'Present')",2
"('14/05/2013-64', 'Present')",2
"('11/05/2016-83', 'Present')",2
"('11/05/2016-9', 'Present')",2
"('14/05/2013-55', 'Present')",2
"('15/05/2013-392', 'Present')",2
"('15/05/2013-316', 'Present')",2
"('11/05/2016-165', 'Present')",2
"('03/06/2015-22', 'Present')",2
"('14/05/2013-71', 'Present')",2
"('15/05/2013-417', 'Present')",2
"('03/06/2015-19', 'Present')",2
"('21/05/2015-256', 'Present')",2
"('15/05/2013-394', 'Present')",2
"('03/06/2015-10', 'Present')",2
"('16/05/2013-599', 'Present')",2
"('20/05/2015-4', 'Present')",2
"('11/05/2016-95', 'Present')",2
"('03/06/2015-21', 'Present')",2
"('15/05/2013-190', 'Present')",2
"('20/05/2015-10', 'Present')",2
"('15/05/2013-358', 'Present')",2
"('20/05/2015-8', 'Present')",2
"('14/05/2013-101', 'Present')",2
"('14/05/2013-56', 'Present')",2
"('28/05/2014-106', 'Present')",2
"('14/05/2013-69', 'Present')",2
"('15/05/2013-322', 'Present')",2
"('11/05/2016-7', 'Present')",2
"('16/05/2013-448', 'Present')",2
"('20/05/2015-25', 'Present')",2
"('14/05/2013-45', 'Present')",2
"('14/05/2013-48', 'Present')",2
"('11/05/2016-103', 'Present')",2
"('11/05/2016-191', 'Present')",2
"('15/05/2013-386', 'Present')",2
"('19/03/2014-1', 'Present')",1
"('10/07/2014-22', 'Present')",1
"('14/05/2013-22', 'Present')",1
"('15/05/2013-239', 'Present')",1
"('28/05/2014-109', 'Present')",1
"('17/10/2012-3', 'Present')",1
"('28/05/2014-104', 'Present')",1
"('15/05/2013-275', 'Present')",1
"('04/06/2015-42', 'Present')",1
"('05/11/2015-2', 'Present')",1
"('10/01/2013-11', 'Present')",1
"('27/03/2015-15', 'Present')",1
"('07/11/2012-3', 'Present')",1
"('15/05/2013-220', 'Present')",1
"('13/07/2015-6', 'Present')",1
"('06/06/2013-14', 'Present')",1
"('28/05/2014-113', 'Present')",1
"('15/05/2013-252', 'Present')",1
"('29/10/2014-1', 'Present')",1
"('06/12/2012-8', 'Present')",1
"('23/01/2014-7', 'Present')",1
"('16/10/2013-5', 'Present')",1
"('14/07/2014-40', 'Present')",1
"('15/05/2013-262', 'Present')",1
"('29/10/2015-9', 'Present')",1
"('11/07/2013-4', 'Present')",1
"('26/11/2015-10', 'Present')",1
"('19/05/2016-4', 'Present')",1
"('29/10/2014-11', 'Present')",1
"('14/05/2013-20', 'Present')",1
"('15/05/2013-328', 'Present')",1
"('31/10/2012-5', 'Present')",1
"('23/05/2014-36', 'Present')",1
"('15/05/2013-409', 'Present')",1
"('15/05/2013-249', 'Present')",1
"('15/05/2013-282', 'Present')",1
"('10/07/2014-9', 'Present')",1
"('21/02/2014-14', 'Present')",1
"('29/05/2013-1', 'Present')",1
"('23/10/2013-8', 'Present')",1
"('14/07/2014-27', 'Present')",1
"('15/05/2013-411', 'Present')",1
"('13/11/2013-2', 'Present')",1
"('15/05/2013-235', 'Present')",1
"('18/10/2012-5', 'Present')",1
"('20/02/2013-6', 'Present')",1
"('28/05/2014-108', 'Present')",1
"('02/06/2016-7', 'Present')",1
"('30/10/2014-37', 'Present')",1
"('29/10/2014-32', 'Present')",1
"('05/06/2013-1', 'Present')",1
"('11/05/2016-156', 'Present')",1
"('30/10/2013-5', 'Present')",1
"('20/02/2013-5', 'Present')",1
"('16/10/2015-1', 'Present')",1
"('10/07/2014-7', 'Present')",1
"('06/12/2013-12', 'Present')",1
"('20/03/2013-1', 'Present')",1
"('25/05/2016-2', 'Present')",1
"('27/06/2013-2', 'Present')",1
"('14/05/2013-9', 'Present')",1
"('20/02/2014-7', 'Present')",1
"('15/05/2013-260', 'Present')",1
"('10/10/2013-6', 'Present')",1
"('27/06/2013-14', 'Present')",1
"('20/12/2012-7', 'Present')",1
"('20/03/2013-4', 'Present')",1
"('15/05/2013-183', 'Present')",1
"('15/05/2013-233', 'Present')",1
"('15/05/2013-279', 'Present')",1
"('05/02/2015-3', 'Present')",1
"('03/12/2015-1', 'Present')",1
"('10/07/2014-19', 'Present')",1
"('15/05/2013-200', 'Present')",1
"('29/10/2014-5', 'Present')",1
"('27/03/2014-14', 'Present')",1
"('16/06/2016-3', 'Present')",1
"('15/05/2013-343', 'Present')",1
"('15/05/2013-247', 'Present')",1
"('15/05/2013-355', 'Present')",1
"('26/03/2015-8', 'Present')",1
"('14/05/2013-153', 'Present')",1
"('15/05/2013-266', 'Present')",1
"('22/10/2014-1', 'Present')",1
"('14/05/2013-154', 'Present')",1
"('26/03/2015-11', 'Present')",1
"('25/05/2016-6', 'Present')",1
"('15/05/2013-305', 'Present')",1
"('21/02/2013-8', 'Present')",1
"('20/02/2014-10', 'Present')",1
"('14/05/2013-27', 'Present')",1
"('19/02/2014-1', 'Present')",1
"('15/05/2013-286', 'Present')",1
"('01/02/2013-8', 'Present')",1
"('17/12/2014-1', 'Present')",1
"('14/07/2014-32', 'Present')",1
"('15/05/2013-198', 'Present')",1
"('27/03/2014-7', 'Present')",1
"('23/05/2014-41', 'Present')",1
"('31/10/2012-4', 'Present')",1
"('26/05/2016-13', 'Present')",1
"('20/12/2012-8', 'Present')",1
"('19/05/2016-6', 'Present')",1
"('28/10/2015-1', 'Present')",1
"('29/10/2015-3', 'Present')",1
"('05/12/2013-6', 'Present')",1
"('15/05/2013-342', 'Present')",1
"('18/03/2016-7', 'Present')",1
"('12/11/2015-7', 'Present')",1
"('20/03/2013-3', 'Present')",1
"('15/05/2013-334', 'Present')",1
"('24/10/2012-4', 'Present')",1
"('23/05/2013-7', 'Present')",1
"('05/06/2013-8', 'Present')",1
"('15/05/2013-332', 'Present')",1
"('14/02/2014-1', 'Present')",1
"('07/01/2015-8', 'Present')",1
"('21/11/2014-8', 'Present')",1
"('26/11/2015-8', 'Present')",1
"('06/12/2013-10', 'Present')",1
"('23/10/2013-3', 'Present')",1
"('03/07/2013-8', 'Present')",1
"('04/07/2013-11', 'Present')",1
"('18/12/2014-3', 'Present')",1
"('29/05/2013-6', 'Present')",1
"('15/05/2013-246', 'Present')",1
"('25/05/2016-4', 'Present')",1
"('27/03/2013-2', 'Present')",1
"('07/11/2012-7', 'Present')",1
"('29/10/2014-22', 'Present')",1
"('08/06/2016-1', 'Present')",1
"('15/05/2013-329', 'Present')",1
"('11/05/2016-87', 'Present')",1
"('23/01/2014-4', 'Present')",1
"('14/05/2013-112', 'Present')",1
"('02/06/2016-10', 'Present')",1
"('19/05/2016-9', 'Present')",1
"('18/03/2015-1', 'Present')",1
"('23/10/2013-7', 'Present')",1
"('05/12/2013-2', 'Present')",1
"('20/02/2014-9', 'Present')",1
"('15/05/2013-194', 'Present')",1
"('18/10/2012-4', 'Present')",1
"('10/01/2013-3', 'Present')",1
"('23/10/2013-2', 'Present')",1
"('05/06/2013-2', 'Present')",1
"('20/02/2014-11', 'Present')",1
"('26/05/2016-10', 'Present')",1
"('12/05/2016-309', 'Present')",1
"('20/11/2014-2', 'Present')",1
"('15/05/2013-331', 'Present')",1
"('23/10/2013-6', 'Present')",1
"('10/01/2013-5', 'Present')",1
"('18/10/2012-6', 'Present')",1
"('20/12/2012-3', 'Present')",1
"('07/11/2012-9', 'Present')",1
"('30/10/2013-8', 'Present')",1
"('21/02/2014-19', 'Present')",1
"('23/05/2013-6', 'Present')",1
"('15/05/2013-354', 'Present')",1
"('27/03/2013-1', 'Present')",1
"('27/06/2013-3', 'Present')",1
"('22/06/2016-2', 'Present')",1
"('19/06/2013-1', 'Present')",1
"('06/11/2014-1', 'Present')",1
"('24/10/2012-5', 'Present')",1
"('20/05/2015-2', 'Present')",1
"('14/05/2013-151', 'Present')",1
"('26/03/2015-3', 'Present')",1
"('15/05/2013-188', 'Present')",1
"('31/10/2012-8', 'Present')",1
"('20/04/2016-3', 'Present')",1
"('11/05/2016-100', 'Present')",1
"('10/07/2014-10', 'Present')",1
"('24/04/2013-1', 'Present')",1
"('06/12/2012-6', 'Present')",1
"('15/05/2013-261', 'Present')",1
"('15/05/2013-353', 'Present')",1
"('23/01/2013-2', 'Present')",1
"('10/06/2015-2', 'Present')",1
"('15/05/2013-208', 'Present')",1
"('07/01/2015-11', 'Present')",1
"('11/06/2015-6', 'Present')",1
"('29/10/2014-8', 'Present')",1
"('21/02/2013-11', 'Present')",1
"('11/07/2013-5', 'Present')",1
"('05/06/2013-7', 'Present')",1
"('26/03/2014-1', 'Present')",1
"('14/05/2013-167', 'Present')",1
"('16/10/2013-1', 'Present')",1
"('10/07/2013-2', 'Present')",1
"('20/02/2013-4', 'Present')",1
"('06/12/2013-9', 'Present')",1
"('18/12/2013-2', 'Present')",1
"('20/11/2013-4', 'Present')",1
"('24/10/2012-2', 'Present')",1
"('28/11/2012-2', 'Present')",1
"('14/05/2013-132', 'Present')",1
"('15/05/2013-191', 'Present')",1
"('28/05/2014-110', 'Present')",1
"('07/11/2013-2', 'Present')",1
"('15/05/2013-289', 'Present')",1
"('15/05/2013-218', 'Present')",1
"('15/05/2013-222', 'Present')",1
"('31/10/2012-2', 'Present')",1
"('15/05/2013-184', 'Present')",1
"('15/05/2013-337', 'Present')",1
"('21/05/2013-686', 'Present')",1
"('21/01/2016-1', 'Present')",1
"('10/12/2014-3', 'Present')",1
"('15/05/2013-242', 'Present')",1
"('29/05/2013-2', 'Present')",1
"('14/05/2013-166', 'Present')",1
"('13/11/2013-3', 'Present')",1
"('14/07/2014-37', 'Present')",1
"('15/05/2013-314', 'Present')",1
"('28/05/2014-111', 'Present')",1
"('15/05/2013-290', 'Present')",1
"('15/05/2013-403', 'Present')",1
"('14/05/2013-133', 'Present')",1
"('08/01/2014-4', 'Present')",1
"('07/11/2012-8', 'Present')",1
"('14/05/2013-5', 'Present')",1
"('21/03/2014-3', 'Present')",1
"('24/10/2012-3', 'Present')",1
"('28/01/2015-1', 'Present')",1
"('17/10/2014-1', 'Present')",1
"('29/10/2014-30', 'Present')",1
"('23/01/2014-6', 'Present')",1
"('14/05/2013-179', 'Present')",1
"('09/01/2014-10', 'Present')",1
"('17/03/2016-3', 'Present')",1
"('15/05/2013-241', 'Present')",1
"('15/05/2013-251', 'Present')",1
"('20/03/2014-2', 'Present')",1
"('28/11/2012-5', 'Present')",1
"('09/01/2014-8', 'Present')",1
"('14/05/2013-15', 'Present')",1
"('27/03/2014-12', 'Present')",1
"('15/05/2013-323', 'Present')",1
"('03/07/2013-7', 'Present')",1
"('26/03/2015-2', 'Present')",1
"('27/03/2015-18', 'Present')",1
"('11/11/2015-3', 'Present')",1
"('25/05/2016-7', 'Present')",1
"('29/10/2014-10', 'Present')",1
"('07/07/2016-1', 'Present')",1
"('20/02/2013-3', 'Present')",1
"('29/10/2014-6', 'Present')",1
"('24/01/2013-8', 'Present')",1
"('16/06/2016-4', 'Present')",1
"('27/05/2016-16', 'Present')",1
"('19/05/2016-8', 'Present')",1
"('26/03/2015-10', 'Present')",1
"('29/10/2014-2', 'Present')",1
"('10/07/2013-1', 'Present')",1
"('15/06/2016-1', 'Present')",1
"('15/05/2013-186', 'Present')",1
"('19/03/2015-3', 'Present')",1
"('14/05/2013-127', 'Present')",1
"('15/05/2013-432', 'Present')",1
"('15/05/2013-310', 'Present')",1
"('14/05/2013-144', 'Present')",1
"('10/01/2013-8', 'Present')",1
"('25/03/2015-1', 'Present')",1
"('14/05/2013-160', 'Present')",1
"('21/05/2013-687', 'Present')",1
"('06/02/2013-3', 'Present')",1
"('15/05/2013-351', 'Present')",1
"('21/11/2012-5', 'Present')",1
"('15/06/2016-2', 'Present')",1
"('30/10/2013-6', 'Present')",1
"('14/05/2013-158', 'Present')",1
"('23/05/2013-3', 'Present')",1
"('14/05/2013-18', 'Present')",1
"('14/05/2013-152', 'Present')",1
"('10/07/2014-4', 'Present')",1
"('15/05/2013-408', 'Present')",1
"('15/05/2013-230', 'Present')",1
"('13/02/2015-5', 'Present')",1
"('13/11/2013-1', 'Present')",1
"('15/05/2013-280', 'Present')",1
"('15/05/2013-206', 'Present')",1
"('26/11/2014-3', 'Present')",1
"('14/07/2014-28', 'Present')",1
"('14/05/2013-126', 'Present')",1
"('15/07/2014-52', 'Present')",1
"('10/07/2014-20', 'Present')",1
"('12/06/2014-6', 'Present')",1
"('22/01/2014-1', 'Present')",1
"('20/02/2013-1', 'Present')",1
"('25/10/2012-9', 'Present')",1
"('14/05/2013-150', 'Present')",1
"('14/05/2013-117', 'Present')",1
"('11/06/2015-9', 'Present')",1
"('11/07/2013-9', 'Present')",1
"('07/11/2013-4', 'Present')",1
"('25/06/2015-7', 'Present')",1
"('01/02/2013-5', 'Present')",1
"('13/02/2015-7', 'Present')",1
"('28/05/2014-189', 'Present')",1
"('29/10/2014-13', 'Present')",1
"('18/03/2016-8', 'Present')",1
"('23/01/2013-5', 'Present')",1
"('14/05/2013-134', 'Present')",1
"('15/05/2013-187', 'Present')",1
"('05/02/2015-4', 'Present')",1
"('27/03/2015-19', 'Present')",1
"('25/10/2012-14', 'Present')",1
"('15/05/2013-306', 'Present')",1
"('29/11/2012-7', 'Present')",1
"('04/06/2015-41', 'Present')",1
"('15/05/2013-219', 'Present')",1
"('13/02/2015-9', 'Present')",1
"('21/03/2014-6', 'Present')",1
"('10/07/2014-17', 'Present')",1
"('11/05/2016-88', 'Present')",1
"('20/11/2014-7', 'Present')",1
"('16/10/2013-2', 'Present')",1
"('25/06/2014-3', 'Present')",1
"('15/05/2013-224', 'Present')",1
"('08/06/2016-3', 'Present')",1
"('16/06/2016-6', 'Present')",1
"('14/05/2013-156', 'Present')",1
"('14/05/2013-1', 'Present')",1
"('26/05/2016-11', 'Present')",1
"('10/01/2013-4', 'Present')",1
"('29/10/2014-36', 'Present')",1
"('06/02/2013-2', 'Present')",1
"('15/05/2013-325', 'Present')",1
"('20/12/2012-5', 'Present')",1
"('14/02/2014-2', 'Present')",1
"('19/03/2015-2', 'Present')",1
"('19/11/2015-2', 'Present')",1
"('26/03/2014-4', 'Present')",1
"('15/05/2013-221', 'Present')",1
"('14/05/2013-157', 'Present')",1
"('28/01/2015-5', 'Present')",1
"('23/05/2013-4', 'Present')",1
"('07/11/2012-6', 'Present')",1
"('09/01/2014-9', 'Present')",1
"('03/07/2013-9', 'Present')",1
"('04/06/2014-1070', 'Present')",1
"('19/03/2015-5', 'Present')",1
"('14/05/2013-178', 'Present')",1
"('15/05/2013-307', 'Present')",1
"('15/05/2013-406', 'Present')",1
"('14/05/2013-135', 'Present')",1
"('31/10/2014-39', 'Present')",1
"('10/07/2014-14', 'Present')",1
"('27/03/2014-13', 'Present')",1
"('26/11/2014-1', 'Present')",1
"('30/10/2013-3', 'Present')",1
"('13/07/2015-4', 'Present')",1
"('20/02/2014-6', 'Present')",1
"('10/07/2014-5', 'Present')",1
"('25/06/2015-3', 'Present')",1
"('15/07/2014-53', 'Present')",1
"('30/10/2013-7', 'Present')",1
"('05/06/2013-6', 'Present')",1
"('27/06/2013-7', 'Present')",1
"('14/05/2013-19', 'Present')",1
"('20/11/2014-3', 'Present')",1
"('15/07/2014-49', 'Present')",1
"('02/06/2016-1', 'Present')",1
"('11/06/2015-5', 'Present')",1
"('14/07/2014-38', 'Present')",1
"('26/03/2015-7', 'Present')",1
"('28/01/2015-2', 'Present')",1
"('25/06/2015-5', 'Present')",1
"('10/01/2013-2', 'Present')",1
"('15/05/2013-210', 'Present')",1
"('06/12/2012-3', 'Present')",1
"('14/11/2012-5', 'Present')",1
"('15/05/2013-237', 'Present')",1
"('27/06/2013-4', 'Present')",1
"('11/07/2013-7', 'Present')",1
"('03/12/2015-3', 'Present')",1
"('15/05/2013-211', 'Present')",1
"('31/10/2012-6', 'Present')",1
"('21/11/2012-2', 'Present')",1
"('05/06/2013-3', 'Present')",1
"('15/05/2013-333', 'Present')",1
"('20/11/2013-2', 'Present')",1
"('25/04/2013-2', 'Present')",1
"('22/06/2016-3', 'Present')",1
"('28/05/2014-117', 'Present')",1
"('18/12/2013-3', 'Present')",1
"('14/05/2013-118', 'Present')",1
"('13/02/2015-1', 'Present')",1
"('14/07/2014-36', 'Present')",1
"('20/04/2016-1', 'Present')",1
"('14/07/2014-35', 'Present')",1
"('15/05/2013-213', 'Present')",1
"('11/05/2016-50', 'Present')",1
"('21/11/2012-3', 'Present')",1
"('04/11/2015-1', 'Present')",1
"('07/01/2015-5', 'Present')",1
"('05/02/2015-5', 'Present')",1
"('25/05/2016-5', 'Present')",1
"('24/06/2016-4', 'Present')",1
"('20/12/2012-9', 'Present')",1
"('13/11/2013-5', 'Present')",1
"('15/05/2013-287', 'Present')",1
"('29/11/2012-6', 'Present')",1
"('15/05/2013-225', 'Present')",1
"('10/10/2013-5', 'Present')",1
"('22/05/2013-1', 'Present')",1
"('13/02/2015-4', 'Present')",1
"('15/05/2013-404', 'Present')",1
"('15/05/2013-273', 'Present')",1
"('14/05/2013-28', 'Present')",1
"('25/11/2015-3', 'Present')",1
"('28/05/2014-116', 'Present')",1
"('14/11/2012-2', 'Present')",1
"('28/05/2014-122', 'Present')",1
"('29/10/2014-25', 'Present')",1
"('14/05/2013-7', 'Present')",1
"('10/07/2014-18', 'Present')",1
"('07/01/2015-9', 'Present')",1
"('29/10/2015-7', 'Present')",1
"('16/10/2013-6', 'Present')",1
"('04/06/2015-39', 'Present')",1
"('11/05/2016-91', 'Present')",1
"('06/11/2014-2', 'Present')",1
"('14/05/2013-173', 'Present')",1
"('27/03/2015-16', 'Present')",1
"('28/01/2015-3', 'Present')",1
"('12/06/2014-7', 'Present')",1
"('29/10/2014-15', 'Present')",1
"('21/02/2014-17', 'Present')",1
"('11/05/2016-193', 'Present')",1
"('14/05/2013-16', 'Present')",1
"('15/05/2013-344', 'Present')",1
"('27/01/2016-1', 'Present')",1
"('25/05/2016-3', 'Present')",1
"('14/05/2013-130', 'Present')",1
"('16/10/2013-4', 'Present')",1
"('11/12/2013-4', 'Present')",1
"('20/12/2012-4', 'Present')",1
"('02/06/2016-9', 'Present')",1
"('15/05/2013-182', 'Present')",1
"('15/05/2013-341', 'Present')",1
"('25/10/2012-8', 'Present')",1
"('18/10/2012-7', 'Present')",1
"('27/03/2014-10', 'Present')",1
"('14/02/2014-7', 'Present')",1
"('04/06/2015-37', 'Present')",1
"('11/12/2013-1', 'Present')",1
"('21/05/2015-127', 'Present')",1
"('03/07/2013-5', 'Present')",1
"('07/01/2016-1', 'Present')",1
"('21/11/2012-1', 'Present')",1
"('15/05/2013-197', 'Present')",1
"('21/03/2014-5', 'Present')",1
"('14/05/2013-129', 'Present')",1
"('10/12/2014-2', 'Present')",1
"('14/05/2013-162', 'Present')",1
"('19/12/2012-1', 'Present')",1
"('29/10/2014-18', 'Present')",1
"('23/04/2015-2', 'Present')",1
"('15/05/2013-283', 'Present')",1
"('24/10/2012-1', 'Present')",1
"('10/06/2015-3', 'Present')",1
"('15/05/2013-327', 'Present')",1
"('02/06/2016-6', 'Present')",1
"('12/11/2014-2', 'Present')",1
"('27/03/2014-8', 'Present')",1
"('18/07/2013-2', 'Present')",1
"('14/02/2014-3', 'Present')",1
"('14/05/2013-145', 'Present')",1
"('20/11/2014-1', 'Present')",1
"('15/05/2013-285', 'Present')",1
"('15/05/2013-256', 'Present')",1
"('15/05/2013-238', 'Present')",1
"('29/01/2015-8', 'Present')",1
"('27/11/2013-2', 'Present')",1
"('21/02/2014-15', 'Present')",1
"('05/12/2013-5', 'Present')",1
"('25/06/2014-4', 'Present')",1
"('16/12/2015-1', 'Present')",1
"('04/06/2014-1', 'Present')",1
"('24/10/2012-7', 'Present')",1
"('14/11/2012-6', 'Present')",1
"('21/02/2013-10', 'Present')",1
"('27/05/2015-467', 'Present')",1
"('06/12/2012-11', 'Present')",1
"('03/07/2013-1', 'Present')",1
"('29/10/2014-27', 'Present')",1
"('14/05/2013-123', 'Present')",1
"('12/11/2015-6', 'Present')",1
"('08/06/2016-4', 'Present')",1
"('15/05/2013-203', 'Present')",1
"('14/05/2013-114', 'Present')",1
"('06/12/2012-10', 'Present')",1
"('07/01/2015-4', 'Present')",1
"('27/03/2013-3', 'Present')",1
"('26/03/2015-5', 'Present')",1
"('15/05/2013-309', 'Present')",1
"('05/12/2012-1', 'Present')",1
"('05/12/2013-7', 'Present')",1
"('19/05/2016-7', 'Present')",1
"('29/10/2014-28', 'Present')",1
"('26/03/2014-3', 'Present')",1
"('31/10/2014-38', 'Present')",1
"('17/10/2012-1', 'Present')",1
"('28/05/2014-121', 'Present')",1
"('07/01/2015-1', 'Present')",1
"('07/11/2013-1', 'Present')",1
"('10/07/2014-11', 'Present')",1
"('26/03/2015-12', 'Present')",1
"('12/06/2014-5', 'Present')",1
"('29/10/2014-35', 'Present')",1
"('18/10/2012-8', 'Present')",1
"('14/07/2014-29', 'Present')",1
"('11/05/2016-151', 'Present')",1
"('15/05/2013-250', 'Present')",1
"('06/12/2012-2', 'Present')",1
"('15/05/2013-365', 'Present')",1
"('15/05/2013-313', 'Present')",1
"('14/05/2013-146', 'Present')",1
"('21/02/2014-16', 'Present')",1
"('14/05/2013-172', 'Present')",1
"('16/10/2013-3', 'Present')",1
"('15/05/2013-253', 'Present')",1
"('29/10/2014-7', 'Present')",1
"('10/07/2015-1', 'Present')",1
"('16/06/2016-7', 'Present')",1
"('14/05/2013-174', 'Present')",1
"('05/02/2015-2', 'Present')",1
"('29/10/2014-24', 'Present')",1
"('15/05/2013-276', 'Present')",1
"('14/11/2012-1', 'Present')",1
"('11/05/2016-90', 'Present')",1
"('29/10/2014-19', 'Present')",1
"('26/11/2015-7', 'Present')",1
"('29/10/2014-20', 'Present')",1
"('13/02/2015-8', 'Present')",1
"('12/11/2015-5', 'Present')",1
"('31/10/2012-11', 'Present')",1
"('29/10/2014-12', 'Present')",1
"('20/11/2014-4', 'Present')",1
"('14/05/2013-119', 'Present')",1
"('18/03/2016-6', 'Present')",1
"('10/07/2014-21', 'Present')",1
"('06/06/2013-15', 'Present')",1
"('10/12/2014-1', 'Present')",1
"('30/10/2013-11', 'Present')",1
"('18/12/2013-7', 'Present')",1
"('27/11/2013-1', 'Present')",1
"('16/04/2014-1', 'Present')",1
"('16/06/2016-8', 'Present')",1
"('15/05/2013-196', 'Present')",1
"('26/11/2014-4', 'Present')",1
"('15/05/2013-366', 'Present')",1
"('03/07/2013-3', 'Present')",1
"('14/05/2013-164', 'Present')",1
"('20/02/2014-12', 'Present')",1
"('14/05/2013-25', 'Present')",1
"('20/02/2014-5', 'Present')",1
"('28/11/2012-1', 'Present')",1
"('14/05/2013-138', 'Present')",1
"('06/11/2014-3', 'Present')",1
"('26/05/2016-14', 'Present')",1
"('29/10/2014-23', 'Present')",1
"('11/05/2016-92', 'Present')",1
"('14/05/2013-24', 'Present')",1
"('26/11/2014-8', 'Present')",1
"('26/11/2015-11', 'Present')",1
"('12/05/2016-310', 'Present')",1
"('02/06/2016-11', 'Present')",1
"('17/03/2016-1', 'Present')",1
"('21/02/2014-20', 'Present')",1
"('11/05/2016-86', 'Present')",1
"('22/02/2014-21', 'Present')",1
"('15/05/2013-255', 'Present')",1
"('15/05/2013-347', 'Present')",1
"('31/10/2012-12', 'Present')",1
"('27/03/2014-11', 'Present')",1
"('26/11/2014-6', 'Present')",1
"('28/05/2014-120', 'Present')",1
"('12/12/2012-2', 'Present')",1
"('15/05/2013-330', 'Present')",1
"('09/07/2014-2', 'Present')",1
"('14/05/2013-12', 'Present')",1
"('11/06/2015-8', 'Present')",1
"('05/06/2013-9', 'Present')",1
"('16/06/2016-5', 'Present')",1
"('08/06/2016-2', 'Present')",1
"('20/02/2014-2', 'Present')",1
"('01/02/2013-7', 'Present')",1
"('15/05/2013-346', 'Present')",1
"('07/01/2015-6', 'Present')",1
"('29/10/2014-29', 'Present')",1
"('10/07/2014-16', 'Present')",1
"('14/05/2013-17', 'Present')",1
"('14/05/2013-170', 'Present')",1
"('15/07/2014-54', 'Present')",1
"('30/05/2013-7', 'Present')",1
