,Counts
"('22/05/2015-373', 'Present')",7
"('29/05/2014-431', 'Present')",7
"('29/05/2014-610', 'Present')",7
"('28/05/2014-228', 'Present')",7
"('21/05/2015-139', 'Present')",7
"('30/05/2014-774', 'Present')",7
"('22/05/2015-361', 'Present')",7
"('29/05/2014-508', 'Present')",7
"('28/05/2014-226', 'Present')",7
"('11/05/2016-5', 'Present')",7
"('29/05/2014-676', 'Present')",7
"('30/05/2014-704', 'Present')",7
"('21/05/2015-310', 'Present')",7
"('03/06/2015-3', 'Present')",7
"('23/05/2014-62', 'Present')",7
"('23/05/2014-59', 'Present')",7
"('29/05/2014-485', 'Present')",7
"('22/05/2015-356', 'Present')",7
"('29/05/2014-492', 'Present')",7
"('29/05/2014-470', 'Present')",7
"('29/05/2014-405', 'Present')",7
"('22/05/2015-375', 'Present')",7
"('29/05/2014-449', 'Present')",7
"('29/05/2014-461', 'Present')",7
"('28/05/2014-270', 'Present')",7
"('30/05/2014-717', 'Present')",7
"('29/05/2014-432', 'Present')",7
"('29/05/2014-629', 'Present')",7
"('23/05/2014-80', 'Present')",7
"('23/05/2014-82', 'Present')",7
"('28/05/2014-319', 'Present')",7
"('29/05/2014-457', 'Present')",7
"('22/05/2015-351', 'Present')",7
"('29/05/2014-540', 'Present')",7
"('29/05/2014-550', 'Present')",7
"('28/05/2014-336', 'Present')",7
"('29/05/2014-609', 'Present')",7
"('29/05/2014-459', 'Present')",7
"('11/05/2016-33', 'Present')",7
"('28/05/2014-230', 'Present')",7
"('21/05/2015-136', 'Present')",7
"('28/05/2014-327', 'Present')",7
"('30/05/2014-773', 'Present')",7
"('30/05/2014-758', 'Present')",7
"('28/05/2015-487', 'Present')",7
"('28/05/2014-229', 'Present')",7
"('29/05/2014-447', 'Present')",7
"('29/05/2014-403', 'Present')",7
"('12/05/2016-254', 'Present')",7
"('29/05/2014-419', 'Present')",7
"('04/06/2014-1012', 'Present')",7
"('28/05/2014-334', 'Present')",7
"('29/05/2014-510', 'Present')",7
"('21/05/2015-119', 'Present')",7
"('04/06/2014-1017', 'Present')",7
"('12/05/2016-277', 'Present')",7
"('21/05/2015-299', 'Present')",7
"('28/05/2015-490', 'Present')",7
"('29/05/2014-451', 'Present')",7
"('29/05/2014-427', 'Present')",7
"('29/05/2014-445', 'Present')",7
"('16/05/2013-488', 'Present')",7
"('21/05/2015-116', 'Present')",7
"('29/05/2014-494', 'Present')",7
"('29/05/2014-537', 'Present')",7
"('29/05/2014-406', 'Present')",7
"('29/05/2014-651', 'Present')",7
"('16/05/2013-671', 'Present')",7
"('22/05/2015-396', 'Present')",7
"('28/05/2014-231', 'Present')",7
"('21/05/2015-177', 'Present')",7
"('29/05/2014-517', 'Present')",7
"('21/05/2015-145', 'Present')",7
"('16/05/2013-484', 'Present')",7
"('30/05/2014-734', 'Present')",7
"('29/05/2014-625', 'Present')",7
"('04/06/2014-991', 'Present')",7
"('29/05/2014-675', 'Present')",7
"('29/05/2014-542', 'Present')",7
"('28/05/2015-491', 'Present')",7
"('30/05/2014-763', 'Present')",7
"('16/05/2013-521', 'Present')",7
"('23/05/2014-67', 'Present')",7
"('23/05/2014-68', 'Present')",7
"('28/05/2014-359', 'Present')",7
"('21/05/2015-312', 'Present')",7
"('29/05/2014-670', 'Present')",7
"('29/05/2014-614', 'Present')",7
"('20/05/2015-57', 'Present')",7
"('29/05/2014-628', 'Present')",7
"('29/05/2014-472', 'Present')",7
"('27/05/2015-481', 'Present')",7
"('21/05/2015-313', 'Present')",7
"('16/05/2013-486', 'Present')",7
"('16/05/2013-603', 'Present')",7
"('28/05/2015-489', 'Present')",7
"('29/05/2014-648', 'Present')",7
"('22/05/2015-344', 'Present')",7
"('21/05/2015-114', 'Present')",7
"('29/05/2014-654', 'Present')",7
"('16/05/2013-483', 'Present')",7
"('16/05/2013-604', 'Present')",7
"('21/05/2015-128', 'Present')",7
"('22/05/2015-411', 'Present')",7
"('16/05/2013-525', 'Present')",7
"('29/05/2014-549', 'Present')",7
"('28/05/2015-488', 'Present')",7
"('21/05/2015-146', 'Present')",7
"('29/05/2014-496', 'Present')",7
"('28/05/2014-339', 'Present')",7
"('29/05/2014-502', 'Present')",7
"('29/05/2014-507', 'Present')",7
"('29/05/2014-478', 'Present')",7
"('29/05/2014-483', 'Present')",7
"('23/05/2014-66', 'Present')",7
"('28/05/2015-492', 'Present')",7
"('30/05/2014-714', 'Present')",7
"('11/05/2016-14', 'Present')",7
"('12/05/2016-265', 'Present')",7
"('27/05/2015-483', 'Present')",7
"('28/05/2014-280', 'Present')",7
"('30/05/2014-705', 'Present')",7
"('30/05/2014-760', 'Present')",7
"('23/05/2014-61', 'Present')",7
"('16/05/2013-512', 'Present')",7
"('29/05/2014-477', 'Present')",7
"('29/05/2014-505', 'Present')",7
"('30/05/2014-742', 'Present')",7
"('29/05/2014-681', 'Present')",7
"('29/05/2014-489', 'Present')",7
"('20/05/2015-65', 'Present')",7
"('22/05/2015-357', 'Present')",7
"('16/05/2013-487', 'Present')",7
"('29/05/2014-548', 'Present')",7
"('29/05/2014-631', 'Present')",7
"('30/05/2014-879', 'Present')",7
"('16/05/2013-674', 'Present')",7
"('11/05/2016-27', 'Present')",7
"('30/05/2014-723', 'Present')",7
"('16/05/2013-517', 'Present')",7
"('29/05/2014-435', 'Present')",7
"('16/05/2013-518', 'Present')",7
"('30/05/2014-849', 'Present')",7
"('29/05/2014-390', 'Present')",7
"('22/05/2015-405', 'Present')",7
"('21/05/2015-113', 'Present')",7
"('23/05/2014-70', 'Present')",7
"('29/05/2014-491', 'Present')",7
"('29/05/2014-534', 'Present')",7
"('29/05/2014-682', 'Present')",7
"('16/05/2013-672', 'Present')",7
"('22/05/2015-359', 'Present')",7
"('30/05/2014-751', 'Present')",7
"('28/05/2014-279', 'Present')",7
"('23/05/2014-71', 'Present')",7
"('27/05/2015-479', 'Present')",7
"('29/05/2014-441', 'Present')",7
"('29/05/2014-480', 'Present')",7
"('11/05/2016-17', 'Present')",7
"('23/05/2014-85', 'Present')",7
"('29/05/2014-626', 'Present')",7
"('29/05/2014-487', 'Present')",7
"('23/05/2014-75', 'Present')",7
"('28/05/2014-284', 'Present')",7
"('30/05/2014-776', 'Present')",7
"('29/05/2014-402', 'Present')",7
"('28/05/2015-495', 'Present')",7
"('29/05/2014-434', 'Present')",7
"('21/05/2015-118', 'Present')",7
"('29/05/2014-486', 'Present')",7
"('04/06/2014-988', 'Present')",7
"('16/05/2013-520', 'Present')",7
"('28/05/2015-497', 'Present')",7
"('29/05/2014-466', 'Present')",7
"('21/05/2015-288', 'Present')",7
"('30/05/2014-866', 'Present')",7
"('29/05/2014-635', 'Present')",7
"('16/05/2013-611', 'Present')",6
"('27/05/2015-461', 'Present')",6
"('04/06/2014-971', 'Present')",6
"('16/05/2013-539', 'Present')",6
"('30/05/2014-712', 'Present')",6
"('04/06/2014-1025', 'Present')",6
"('21/05/2015-224', 'Present')",6
"('04/06/2014-993', 'Present')",6
"('22/05/2015-395', 'Present')",6
"('29/05/2014-630', 'Present')",6
"('29/05/2014-573', 'Present')",6
"('29/05/2014-596', 'Present')",6
"('11/05/2016-13', 'Present')",6
"('29/05/2014-527', 'Present')",6
"('16/05/2013-573', 'Present')",6
"('29/05/2014-608', 'Present')",6
"('29/05/2014-565', 'Present')",6
"('11/05/2016-4', 'Present')",6
"('04/06/2014-1044', 'Present')",6
"('16/05/2013-587', 'Present')",6
"('28/05/2014-303', 'Present')",6
"('16/05/2013-567', 'Present')",6
"('29/05/2014-590', 'Present')",6
"('16/05/2013-609', 'Present')",6
"('28/05/2014-275', 'Present')",6
"('16/05/2013-581', 'Present')",6
"('28/05/2014-213', 'Present')",6
"('16/05/2013-566', 'Present')",6
"('04/06/2014-1037', 'Present')",6
"('29/05/2014-421', 'Present')",6
"('16/05/2013-569', 'Present')",6
"('16/05/2013-542', 'Present')",6
"('28/05/2014-307', 'Present')",6
"('28/05/2014-272', 'Present')",6
"('20/05/2015-51', 'Present')",6
"('29/05/2014-395', 'Present')",6
"('04/06/2014-987', 'Present')",6
"('30/05/2014-721', 'Present')",6
"('21/05/2015-122', 'Present')",6
"('22/05/2015-394', 'Present')",6
"('28/05/2014-224', 'Present')",6
"('20/05/2015-68', 'Present')",6
"('21/05/2015-124', 'Present')",6
"('30/05/2014-702', 'Present')",6
"('28/05/2014-159', 'Present')",6
"('28/05/2014-260', 'Present')",6
"('20/05/2015-73', 'Present')",6
"('28/05/2014-222', 'Present')",6
"('28/05/2014-165', 'Present')",6
"('20/05/2015-72', 'Present')",6
"('12/05/2016-248', 'Present')",6
"('28/05/2014-168', 'Present')",6
"('21/05/2015-133', 'Present')",6
"('28/05/2015-503', 'Present')",6
"('16/05/2013-576', 'Present')",6
"('16/05/2013-647', 'Present')",6
"('28/05/2014-317', 'Present')",6
"('28/05/2014-314', 'Present')",6
"('29/05/2014-396', 'Present')",6
"('29/05/2014-569', 'Present')",6
"('22/05/2015-391', 'Present')",6
"('29/05/2014-599', 'Present')",6
"('29/05/2014-592', 'Present')",6
"('29/05/2014-575', 'Present')",6
"('29/05/2014-594', 'Present')",6
"('30/05/2014-857', 'Present')",6
"('27/05/2015-484', 'Present')",6
"('29/05/2014-500', 'Present')",6
"('21/05/2015-337', 'Present')",6
"('16/05/2013-541', 'Present')",6
"('16/05/2013-564', 'Present')",6
"('29/05/2014-613', 'Present')",6
"('16/05/2013-540', 'Present')",6
"('21/05/2015-225', 'Present')",6
"('28/05/2015-486', 'Present')",6
"('16/05/2013-648', 'Present')",6
"('04/06/2014-1051', 'Present')",6
"('29/05/2014-589', 'Present')",6
"('28/05/2014-305', 'Present')",6
"('28/05/2014-276', 'Present')",6
"('21/05/2015-321', 'Present')",6
"('16/05/2013-502', 'Present')",6
"('04/06/2014-1023', 'Present')",6
"('30/05/2014-708', 'Present')",6
"('30/05/2014-706', 'Present')",6
"('28/05/2014-199', 'Present')",6
"('27/05/2015-458', 'Present')",6
"('30/05/2014-869', 'Present')",6
"('21/05/2015-320', 'Present')",6
"('04/06/2014-1038', 'Present')",6
"('16/05/2013-474', 'Present')",6
"('28/05/2014-198', 'Present')",6
"('29/05/2014-588', 'Present')",6
"('12/05/2016-211', 'Present')",6
"('23/05/2014-79', 'Present')",6
"('28/05/2014-308', 'Present')",6
"('04/06/2014-970', 'Present')",6
"('30/05/2014-756', 'Present')",6
"('03/06/2015-33', 'Present')",6
"('12/05/2016-267', 'Present')",6
"('21/05/2015-142', 'Present')",6
"('28/05/2014-219', 'Present')",6
"('16/05/2013-612', 'Present')",6
"('21/05/2015-130', 'Present')",6
"('28/05/2014-335', 'Present')",6
"('04/06/2014-1022', 'Present')",6
"('29/05/2014-598', 'Present')",6
"('21/05/2015-330', 'Present')",6
"('28/05/2014-266', 'Present')",6
"('12/05/2016-255', 'Present')",6
"('28/05/2014-206', 'Present')",6
"('29/05/2014-393', 'Present')",6
"('21/05/2015-143', 'Present')",6
"('21/05/2015-222', 'Present')",6
"('28/05/2014-163', 'Present')",6
"('27/05/2015-475', 'Present')",6
"('28/05/2014-318', 'Present')",6
"('21/05/2015-338', 'Present')",6
"('04/06/2014-990', 'Present')",6
"('28/05/2014-268', 'Present')",6
"('27/05/2015-474', 'Present')",6
"('30/05/2014-792', 'Present')",6
"('12/05/2016-261', 'Present')",6
"('29/05/2014-394', 'Present')",6
"('11/05/2016-2', 'Present')",6
"('04/06/2014-969', 'Present')",6
"('30/05/2014-710', 'Present')",6
"('29/05/2014-525', 'Present')",6
"('28/05/2014-325', 'Present')",6
"('11/05/2016-205', 'Present')",6
"('28/05/2014-92', 'Present')",6
"('16/05/2013-615', 'Present')",6
"('21/05/2015-329', 'Present')",6
"('16/05/2013-475', 'Present')",6
"('28/05/2014-310', 'Present')",6
"('16/05/2013-583', 'Present')",6
"('27/05/2015-470', 'Present')",6
"('12/05/2016-247', 'Present')",6
"('29/05/2014-529', 'Present')",6
"('29/05/2014-560', 'Present')",6
"('21/05/2015-121', 'Present')",6
"('16/05/2013-537', 'Present')",6
"('16/05/2013-571', 'Present')",6
"('16/05/2013-480', 'Present')",6
"('12/05/2016-222', 'Present')",6
"('04/06/2014-983', 'Present')",6
"('28/05/2014-324', 'Present')",6
"('22/05/2015-362', 'Present')",6
"('29/05/2014-465', 'Present')",6
"('16/05/2013-579', 'Present')",6
"('28/05/2014-208', 'Present')",6
"('16/05/2013-614', 'Present')",6
"('20/05/2015-87', 'Present')",6
"('28/05/2014-261', 'Present')",6
"('29/05/2014-570', 'Present')",6
"('20/05/2015-63', 'Present')",6
"('16/05/2013-610', 'Present')",6
"('29/05/2014-501', 'Present')",6
"('28/05/2014-221', 'Present')",6
"('28/05/2014-256', 'Present')",6
"('16/05/2013-586', 'Present')",6
"('16/05/2013-472', 'Present')",6
"('28/05/2014-315', 'Present')",6
"('12/05/2016-266', 'Present')",6
"('21/05/2015-150', 'Present')",6
"('28/05/2015-526', 'Present')",6
"('22/05/2015-393', 'Present')",6
"('16/05/2013-490', 'Present')",6
"('29/05/2014-397', 'Present')",6
"('20/05/2015-54', 'Present')",6
"('30/05/2014-709', 'Present')",6
"('29/05/2014-442', 'Present')",6
"('29/05/2014-520', 'Present')",6
"('12/05/2016-249', 'Present')",6
"('29/05/2014-411', 'Present')",6
"('28/05/2014-217', 'Present')",6
"('28/05/2015-529', 'Present')",6
"('21/05/2015-305', 'Present')",6
"('22/05/2015-392', 'Present')",6
"('30/05/2014-772', 'Present')",6
"('16/05/2013-562', 'Present')",6
"('12/05/2016-257', 'Present')",6
"('21/05/2015-322', 'Present')",6
"('29/05/2014-514', 'Present')",6
"('16/05/2013-574', 'Present')",6
"('04/06/2014-1040', 'Present')",6
"('29/05/2014-450', 'Present')",6
"('21/05/2015-325', 'Present')",6
"('21/05/2015-147', 'Present')",6
"('28/05/2014-214', 'Present')",6
"('29/05/2014-555', 'Present')",6
"('28/05/2015-527', 'Present')",6
"('30/05/2014-788', 'Present')",6
"('29/05/2014-554', 'Present')",6
"('04/06/2014-997', 'Present')",6
"('28/05/2014-302', 'Present')",6
"('12/05/2016-282', 'Present')",6
"('28/05/2014-210', 'Present')",6
"('28/05/2014-203', 'Present')",6
"('29/05/2014-656', 'Present')",6
"('28/05/2014-166', 'Present')",6
"('21/05/2015-134', 'Present')",6
"('21/05/2015-307', 'Present')",6
"('04/06/2014-972', 'Present')",6
"('29/05/2014-571', 'Present')",6
"('28/05/2015-523', 'Present')",6
"('28/05/2014-255', 'Present')",6
"('30/05/2014-787', 'Present')",6
"('28/05/2014-341', 'Present')",6
"('11/05/2016-10', 'Present')",6
"('28/05/2014-95', 'Present')",6
"('27/05/2015-472', 'Present')",6
"('28/05/2014-264', 'Present')",6
"('16/05/2013-584', 'Present')",6
"('21/05/2015-125', 'Present')",6
"('29/05/2014-389', 'Present')",6
"('28/05/2014-220', 'Present')",6
"('29/05/2014-417', 'Present')",6
"('21/05/2015-129', 'Present')",6
"('16/05/2013-568', 'Present')",6
"('28/05/2015-524', 'Present')",6
"('28/05/2014-262', 'Present')",6
"('30/05/2014-785', 'Present')",6
"('29/05/2014-518', 'Present')",6
"('28/05/2014-177', 'Present')",6
"('16/05/2013-649', 'Present')",6
"('16/05/2013-670', 'Present')",6
"('16/05/2013-554', 'Present')",6
"('04/06/2014-1019', 'Present')",6
"('16/05/2013-646', 'Present')",6
"('29/05/2014-572', 'Present')",6
"('29/05/2014-412', 'Present')",6
"('28/05/2014-269', 'Present')",6
"('30/05/2014-755', 'Present')",6
"('16/05/2013-643', 'Present')",6
"('04/06/2014-1039', 'Present')",6
"('27/05/2015-450', 'Present')",6
"('29/05/2014-566', 'Present')",6
"('16/05/2013-563', 'Present')",6
"('28/05/2014-265', 'Present')",6
"('28/05/2014-232', 'Present')",6
"('30/05/2014-757', 'Present')",6
"('29/05/2014-530', 'Present')",6
"('29/05/2014-557', 'Present')",6
"('29/05/2014-665', 'Present')",6
"('21/05/2015-306', 'Present')",6
"('21/05/2015-326', 'Present')",6
"('20/05/2015-71', 'Present')",6
"('16/05/2013-582', 'Present')",6
"('20/05/2015-53', 'Present')",6
"('16/05/2013-578', 'Present')",6
"('28/05/2014-124', 'Present')",6
"('11/05/2016-174', 'Present')",6
"('04/06/2014-986', 'Present')",6
"('28/05/2014-98', 'Present')",6
"('04/06/2014-992', 'Present')",6
"('21/05/2015-308', 'Present')",6
"('28/05/2014-207', 'Present')",6
"('27/05/2015-459', 'Present')",6
"('21/05/2015-327', 'Present')",6
"('16/05/2013-613', 'Present')",6
"('30/05/2014-789', 'Present')",6
"('29/05/2014-577', 'Present')",6
"('20/05/2015-66', 'Present')",6
"('16/05/2013-608', 'Present')",6
"('16/05/2013-489', 'Present')",6
"('28/05/2014-212', 'Present')",6
"('28/05/2014-254', 'Present')",6
"('30/05/2014-770', 'Present')",6
"('16/05/2013-580', 'Present')",6
"('16/05/2013-659', 'Present')",6
"('28/05/2014-99', 'Present')",6
"('30/05/2014-729', 'Present')",6
"('20/05/2015-85', 'Present')",6
"('30/05/2014-761', 'Present')",6
"('30/05/2014-767', 'Present')",6
"('04/06/2014-995', 'Present')",6
"('29/05/2014-567', 'Present')",6
"('12/05/2016-281', 'Present')",6
"('30/05/2014-784', 'Present')",6
"('29/05/2014-519', 'Present')",6
"('27/05/2015-451', 'Present')",6
"('11/05/2016-188', 'Present')",6
"('30/05/2014-691', 'Present')",6
"('30/05/2014-766', 'Present')",6
"('12/05/2016-253', 'Present')",6
"('29/05/2014-568', 'Present')",6
"('16/05/2013-565', 'Present')",6
"('29/05/2014-392', 'Present')",6
"('21/05/2015-304', 'Present')",6
"('30/05/2014-720', 'Present')",6
"('29/05/2014-443', 'Present')",6
"('29/05/2014-464', 'Present')",6
"('16/05/2013-503', 'Present')",6
"('16/05/2013-479', 'Present')",6
"('04/06/2014-984', 'Present')",6
"('29/05/2014-591', 'Present')",6
"('04/06/2014-1021', 'Present')",6
"('11/05/2016-175', 'Present')",6
"('29/05/2014-418', 'Present')",6
"('12/05/2016-256', 'Present')",6
"('28/05/2014-306', 'Present')",6
"('11/05/2016-3', 'Present')",6
"('28/05/2015-525', 'Present')",6
"('28/05/2014-278', 'Present')",6
"('28/05/2014-233', 'Present')",6
"('20/05/2015-70', 'Present')",6
"('29/05/2014-499', 'Present')",6
"('29/05/2014-388', 'Present')",6
"('16/05/2013-675', 'Present')",6
"('29/05/2014-564', 'Present')",6
"('11/05/2016-184', 'Present')",6
"('28/05/2014-304', 'Present')",6
"('21/05/2015-324', 'Present')",6
"('29/05/2014-428', 'Present')",6
"('21/05/2015-135', 'Present')",6
"('28/05/2014-316', 'Present')",6
"('04/06/2014-1055', 'Present')",6
"('21/05/2015-132', 'Present')",6
"('11/05/2016-187', 'Present')",6
"('28/05/2014-209', 'Present')",6
"('12/05/2016-264', 'Present')",6
"('30/05/2014-768', 'Present')",6
"('28/05/2014-259', 'Present')",6
"('30/05/2014-764', 'Present')",6
"('30/05/2014-786', 'Present')",6
"('29/05/2014-600', 'Present')",6
"('20/05/2015-50', 'Present')",6
"('04/06/2014-998', 'Present')",6
"('27/05/2015-457', 'Present')",6
"('29/05/2014-586', 'Present')",6
"('27/05/2015-455', 'Present')",6
"('21/05/2015-328', 'Present')",6
"('28/05/2014-161', 'Present')",6
"('30/05/2014-856', 'Present')",6
"('28/05/2014-202', 'Present')",6
"('30/05/2014-769', 'Present')",6
"('30/05/2014-722', 'Present')",6
"('04/06/2014-985', 'Present')",6
"('04/06/2014-994', 'Present')",6
"('16/05/2013-577', 'Present')",6
"('28/05/2015-528', 'Present')",6
"('28/05/2014-215', 'Present')",6
"('21/05/2015-148', 'Present')",6
"('04/06/2014-1013', 'Present')",6
"('30/05/2014-771', 'Present')",6
"('20/05/2015-48', 'Present')",6
"('21/05/2015-309', 'Present')",6
"('28/05/2014-160', 'Present')",6
"('12/05/2016-263', 'Present')",6
"('28/05/2014-158', 'Present')",6
"('30/05/2014-754', 'Present')",6
"('28/05/2014-188', 'Present')",6
"('29/05/2014-559', 'Present')",6
"('28/05/2014-223', 'Present')",6
"('04/06/2014-1018', 'Present')",6
"('29/05/2014-524', 'Present')",6
"('28/05/2014-309', 'Present')",6
"('29/05/2014-585', 'Present')",6
"('28/05/2014-300', 'Present')",6
"('16/05/2013-572', 'Present')",6
"('27/05/2015-460', 'Present')",6
"('28/05/2015-499', 'Present')",6
"('28/05/2014-299', 'Present')",6
"('28/05/2014-186', 'Present')",6
"('21/05/2015-223', 'Present')",6
"('28/05/2014-167', 'Present')",6
"('16/05/2013-473', 'Present')",6
"('30/05/2014-719', 'Present')",6
"('12/05/2016-283', 'Present')",6
"('12/05/2016-238', 'Present')",6
"('16/05/2013-570', 'Present')",6
"('27/05/2015-456', 'Present')",6
"('28/05/2014-216', 'Present')",6
"('30/05/2014-753', 'Present')",6
"('28/05/2014-301', 'Present')",6
"('29/05/2014-425', 'Present')",6
"('28/05/2014-201', 'Present')",6
"('12/05/2016-262', 'Present')",6
"('11/05/2016-189', 'Present')",6
"('29/05/2014-576', 'Present')",6
"('03/06/2015-32', 'Present')",6
"('20/05/2015-86', 'Present')",6
"('28/05/2014-156', 'Present')",6
"('29/05/2014-655', 'Present')",6
"('28/05/2015-522', 'Present')",6
"('16/05/2013-607', 'Present')",6
"('29/05/2014-558', 'Present')",6
"('12/05/2016-250', 'Present')",6
"('20/05/2015-84', 'Present')",6
"('28/05/2014-267', 'Present')",6
"('16/05/2013-476', 'Present')",6
"('28/05/2015-496', 'Present')",6
"('16/05/2013-471', 'Present')",6
"('29/05/2014-429', 'Present')",6
"('29/05/2014-556', 'Present')",6
"('04/06/2014-1007', 'Present')",6
"('29/05/2014-444', 'Present')",6
"('30/05/2014-876', 'Present')",6
"('03/06/2015-4', 'Present')",6
"('21/05/2015-123', 'Present')",6
"('21/05/2015-303', 'Present')",6
"('28/05/2014-94', 'Present')",6
"('27/05/2015-464', 'Present')",5
"('28/05/2015-501', 'Present')",5
"('21/05/2015-335', 'Present')",5
"('28/05/2014-187', 'Present')",5
"('30/05/2014-870', 'Present')",5
"('16/05/2013-553', 'Present')",5
"('29/05/2014-583', 'Present')",5
"('29/05/2014-561', 'Present')",5
"('16/05/2013-650', 'Present')",5
"('04/06/2014-1035', 'Present')",5
"('03/06/2015-31', 'Present')",5
"('16/05/2013-510', 'Present')",5
"('11/05/2016-204', 'Present')",5
"('23/05/2014-54', 'Present')",5
"('04/06/2014-1015', 'Present')",5
"('28/05/2014-204', 'Present')",5
"('20/05/2015-89', 'Present')",5
"('28/05/2014-100', 'Present')",5
"('04/06/2014-1016', 'Present')",5
"('04/06/2014-1058', 'Present')",5
"('16/05/2013-651', 'Present')",5
"('21/05/2015-331', 'Present')",5
"('04/06/2014-1020', 'Present')",5
"('12/05/2016-237', 'Present')",5
"('11/05/2016-40', 'Present')",5
"('16/05/2013-667', 'Present')",5
"('16/05/2013-463', 'Present')",5
"('16/05/2013-654', 'Present')",5
"('21/05/2015-289', 'Present')",5
"('21/05/2015-131', 'Present')",5
"('11/05/2016-208', 'Present')",5
"('28/05/2014-183', 'Present')",5
"('29/05/2014-595', 'Present')",5
"('04/06/2014-1026', 'Present')",5
"('12/05/2016-227', 'Present')",5
"('16/05/2013-467', 'Present')",5
"('30/05/2014-874', 'Present')",5
"('04/06/2014-1045', 'Present')",5
"('16/05/2013-638', 'Present')",5
"('28/05/2014-286', 'Present')",5
"('16/05/2013-528', 'Present')",5
"('27/05/2015-463', 'Present')",5
"('28/05/2014-101', 'Present')",5
"('04/06/2014-1052', 'Present')",5
"('16/05/2013-618', 'Present')",5
"('16/05/2013-466', 'Present')",5
"('27/05/2015-462', 'Present')",5
"('23/05/2014-40', 'Present')",5
"('20/05/2015-74', 'Present')",5
"('20/05/2015-83', 'Present')",5
"('21/05/2015-290', 'Present')",5
"('29/05/2014-574', 'Present')",5
"('28/05/2014-322', 'Present')",5
"('28/05/2015-508', 'Present')",5
"('16/05/2013-622', 'Present')",5
"('28/05/2014-244', 'Present')",5
"('30/05/2014-697', 'Present')",5
"('04/06/2014-1053', 'Present')",5
"('28/05/2015-516', 'Present')",5
"('20/05/2015-69', 'Present')",5
"('16/05/2013-527', 'Present')",5
"('04/06/2014-1034', 'Present')",5
"('21/05/2015-292', 'Present')",5
"('30/05/2014-871', 'Present')",5
"('04/06/2014-996', 'Present')",5
"('28/05/2014-172', 'Present')",5
"('28/05/2015-502', 'Present')",5
"('04/06/2014-1057', 'Present')",5
"('27/05/2015-465', 'Present')",5
"('28/05/2015-507', 'Present')",5
"('12/05/2016-219', 'Present')",5
"('12/05/2016-241', 'Present')",5
"('28/05/2014-236', 'Present')",5
"('11/05/2016-124', 'Present')",5
"('16/05/2013-478', 'Present')",5
"('16/05/2013-461', 'Present')",5
"('28/05/2014-178', 'Present')",5
"('12/05/2016-240', 'Present')",5
"('30/05/2014-765', 'Present')",5
"('16/05/2013-626', 'Present')",5
"('23/05/2014-49', 'Present')",5
"('30/05/2014-872', 'Present')",5
"('04/06/2014-1036', 'Present')",5
"('29/05/2014-391', 'Present')",5
"('16/05/2013-470', 'Present')",5
"('16/05/2013-508', 'Present')",5
"('28/05/2014-253', 'Present')",5
"('16/05/2013-575', 'Present')",5
"('12/05/2016-226', 'Present')",5
"('23/05/2014-51', 'Present')",5
"('28/05/2014-174', 'Present')",5
"('20/05/2015-90', 'Present')",5
"('23/05/2014-53', 'Present')",5
"('16/05/2013-561', 'Present')",5
"('20/05/2015-32', 'Present')",5
"('16/05/2013-624', 'Present')",5
"('28/05/2014-171', 'Present')",5
"('28/05/2014-181', 'Present')",5
"('21/05/2015-334', 'Present')",5
"('29/05/2014-579', 'Present')",5
"('28/05/2014-311', 'Present')",5
"('16/05/2013-616', 'Present')",5
"('29/05/2014-468', 'Present')",5
"('12/05/2016-232', 'Present')",5
"('04/06/2014-982', 'Present')",5
"('04/06/2014-1046', 'Present')",5
"('11/05/2016-113', 'Present')",5
"('04/06/2014-1050', 'Present')",5
"('20/05/2015-82', 'Present')",5
"('22/05/2015-389', 'Present')",5
"('30/05/2014-692', 'Present')",5
"('20/05/2015-88', 'Present')",5
"('28/05/2014-96', 'Present')",5
"('12/05/2016-303', 'Present')",5
"('11/05/2016-171', 'Present')",5
"('11/05/2016-121', 'Present')",5
"('16/05/2013-552', 'Present')",5
"('28/05/2014-323', 'Present')",5
"('28/05/2015-509', 'Present')",5
"('16/05/2013-462', 'Present')",5
"('28/05/2014-190', 'Present')",5
"('23/05/2014-56', 'Present')",5
"('27/05/2015-466', 'Present')",5
"('28/05/2015-511', 'Present')",5
"('29/05/2014-521', 'Present')",5
"('16/05/2013-632', 'Present')",5
"('11/05/2016-173', 'Present')",5
"('28/05/2014-257', 'Present')",5
"('28/05/2014-290', 'Present')",5
"('21/05/2015-291', 'Present')",5
"('16/05/2013-663', 'Present')",5
"('16/05/2013-665', 'Present')",5
"('28/05/2014-173', 'Present')",5
"('29/05/2014-523', 'Present')",5
"('30/05/2014-873', 'Present')",5
"('28/05/2014-313', 'Present')",5
"('20/05/2015-97', 'Present')",5
"('20/05/2015-79', 'Present')",5
"('29/05/2014-587', 'Present')",5
"('16/05/2013-644', 'Present')",5
"('16/05/2013-617', 'Present')",5
"('28/05/2014-321', 'Present')",5
"('16/05/2013-505', 'Present')",5
"('16/05/2013-551', 'Present')",5
"('16/05/2013-635', 'Present')",5
"('04/06/2014-973', 'Present')",5
"('29/05/2014-616', 'Present')",5
"('28/05/2015-521', 'Present')",5
"('04/06/2014-968', 'Present')",5
"('04/06/2014-1014', 'Present')",5
"('30/05/2014-698', 'Present')",5
"('27/05/2015-473', 'Present')",5
"('16/05/2013-634', 'Present')",5
"('21/05/2015-332', 'Present')",5
