year,dc,ps,gc,electors,0830,0930,1030,1130,1230,1330,1430,1530,1630,1730,1830,1930,2030,2130,2230
2004,B,B1101,LC1,"6,275 ",86 ,256 ,531 ,825 ,"1,113 ","1,390 ","1,671 ","1,945 ","2,187 ","2,434 ","2,643 ","2,877 ","3,085 ","3,233 ","3,416 "
2004,C,C0101,LC1,"8,253 ",77 ,275 ,602 ,"1,035 ","1,480 ","1,901 ","2,309 ","2,788 ","3,223 ","3,607 ","3,945 ","4,332 ","4,668 ","4,980 ","5,490 "
2004,C,C0201,LC1,"9,960 ",116 ,349 ,712 ,"1,258 ","1,735 ","2,230 ","2,850 ","3,270 ","3,742 ","4,260 ","4,648 ","5,067 ","5,468 ","5,873 ","6,402 "
2004,C,C0301,LC1,"4,147 ",66 ,180 ,400 ,615 ,850 ,"1,098 ","1,338 ","1,566 ","1,752 ","1,943 ","2,089 ","2,290 ","2,459 ","2,626 ","2,796 "
2004,C,C0401,LC1,"5,228 ",50 ,189 ,384 ,644 ,861 ,"1,042 ","1,291 ","1,526 ","1,740 ","1,912 ","2,090 ","2,269 ","2,454 ","2,600 ","2,817 "
2004,C,C0501,LC1,"12,105 ",162 ,469 ,"1,047 ","1,566 ","2,082 ","2,549 ","3,062 ","3,572 ","4,109 ","4,611 ","5,098 ","5,528 ","5,966 ","6,438 ","6,977 "
2004,C,C0601,LC1,"7,818 ",142 ,383 ,718 ,"1,068 ","1,381 ","1,612 ","1,935 ","2,212 ","2,507 ","2,750 ","3,024 ","3,238 ","3,469 ","3,656 ","3,876 "
2004,C,C0701,LC1,"6,976 ",101 ,306 ,675 ,"1,012 ","1,443 ","1,845 ","2,259 ","2,680 ","3,063 ","3,367 ","3,715 ","4,030 ","4,344 ","4,657 ","5,061 "
2004,C,C0702,LC1,"2,808 ",35 ,120 ,254 ,413 ,568 ,693 ,845 ,"1,010 ","1,151 ","1,271 ","1,381 ","1,520 ","1,684 ","1,820 ","1,948 "
2004,C,C0801,LC1,"7,904 ",78 ,285 ,639 ,933 ,"1,271 ","1,563 ","1,855 ","2,132 ","2,393 ","2,638 ","2,946 ","3,300 ","3,595 ","3,882 ","4,291 "
2004,C,C0901,LC1,"7,492 ",118 ,281 ,555 ,916 ,"1,310 ","1,782 ","2,141 ","2,549 ","2,903 ","3,228 ","3,536 ","3,839 ","4,165 ","4,496 ","4,960 "
2004,C,C1001,LC1,"8,544 ",109 ,323 ,621 ,974 ,"1,302 ","1,568 ","1,873 ","2,132 ","2,482 ","2,821 ","3,126 ","3,404 ","3,703 ","4,003 ","4,381 "
2004,C,C1101,LC1,"12,748 ",158 ,536 ,932 ,"1,520 ","2,132 ","2,688 ","3,208 ","3,753 ","4,223 ","4,716 ","5,277 ","5,810 ","6,383 ","6,888 ","7,571 "
2004,C,C1201,LC1,"9,407 ",125 ,340 ,693 ,"1,094 ","1,433 ","1,733 ","2,058 ","2,350 ","2,672 ","2,973 ","3,314 ","3,622 ","3,990 ","4,258 ","4,614 "
2004,C,C1301,LC1,"7,490 ",136 ,398 ,737 ,"1,065 ","1,326 ","1,525 ","1,764 ","2,033 ","2,310 ","2,599 ","2,865 ","3,102 ","3,333 ","3,539 ","3,800 "
2004,C,C1401,LC1,"10,319 ",90 ,351 ,740 ,"1,185 ","1,714 ","2,139 ","2,495 ","2,821 ","3,279 ","3,759 ","4,139 ","4,515 ","4,977 ","5,283 ","5,667 "
2004,C,C1501,LC1,"6,408 ",91 ,225 ,457 ,810 ,"1,106 ","1,432 ","1,726 ","2,011 ","2,381 ","2,658 ","2,949 ","3,185 ","3,521 ","3,775 ","4,238 "
2004,C,C1601,LC1,"5,127 ",46 ,120 ,303 ,523 ,812 ,"1,013 ","1,237 ","1,503 ","1,695 ","1,926 ","2,132 ","2,319 ","2,522 ","2,689 ","3,013 "
2004,C,C1602,LC1,"5,262 ",101 ,247 ,463 ,707 ,967 ,"1,156 ","1,365 ","1,612 ","1,795 ","1,985 ","2,181 ","2,371 ","2,585 ","2,756 ","2,938 "
2004,C,C1701,LC1,"5,898 ",53 ,205 ,442 ,761 ,"1,094 ","1,401 ","1,700 ","2,011 ","2,302 ","2,552 ","2,843 ","3,059 ","3,302 ","3,507 ","3,767 "
2004,C,C1801,LC1,"7,135 ",91 ,161 ,547 ,889 ,"1,262 ","1,561 ","1,917 ","2,250 ","2,586 ","2,881 ","3,117 ","3,359 ","3,624 ","3,855 ","4,109 "
2004,C,C1901,LC1,"4,377 ",71 ,143 ,329 ,572 ,805 ,971 ,"1,199 ","1,443 ","1,627 ","1,780 ","1,939 ","2,109 ","2,280 ","2,395 ","2,532 "
2004,C,C2001,LC1,"6,880 ",99 ,285 ,572 ,864 ,"1,177 ","1,425 ","1,687 ","1,965 ","2,244 ","2,509 ","2,765 ","3,017 ","3,220 ","3,430 ","3,632 "
2004,C,C2002,LC1,"10,713 ",130 ,423 ,892 ,"1,350 ","1,945 ","2,482 ","3,010 ","3,508 ","4,014 ","4,410 ","4,914 ","5,384 ","5,786 ","6,180 ","6,650 "
2004,C,C2101,LC1,"4,973 ",67 ,184 ,375 ,570 ,814 ,"1,048 ","1,303 ","1,516 ","1,718 ","1,921 ","2,092 ","2,271 ","2,496 ","2,701 ","2,890 "
2004,C,C2201,LC1,"10,502 ",113 ,356 ,741 ,"1,221 ","1,763 ","2,205 ","2,767 ","3,296 ","3,784 ","4,220 ","4,618 ","5,010 ","5,419 ","5,785 ","6,166 "
2004,C,C2301,LC1,"8,060 ",86 ,303 ,602 ,973 ,"1,416 ","1,839 ","2,258 ","2,746 ","3,148 ","3,547 ","3,864 ","4,183 ","4,494 ","4,735 ","4,995 "
2004,C,C2401,LC1,"7,623 ",96 ,284 ,635 ,956 ,"1,321 ","1,613 ","1,981 ","2,278 ","2,580 ","2,852 ","3,128 ","3,391 ","3,652 ","3,915 ","4,185 "
2004,C,C2501,LC1,"4,921 ",60 ,226 ,435 ,663 ,899 ,"1,096 ","1,326 ","1,566 ","1,798 ","2,035 ","2,220 ","2,394 ","2,579 ","2,750 ","2,953 "
2004,C,C2601,LC1,"8,583 ",93 ,378 ,783 ,"1,210 ","1,660 ","2,061 ","2,472 ","2,928 ","3,380 ","3,825 ","4,229 ","4,621 ","4,953 ","5,354 ","5,704 "
2004,C,C2701,LC1,"6,784 ",79 ,226 ,536 ,904 ,"1,286 ","1,574 ","2,015 ","2,434 ","2,813 ","3,044 ","3,485 ","3,777 ","4,100 ","4,443 ","4,817 "
2004,C,C2801,LC1,"7,716 ",100 ,359 ,640 ,992 ,"1,288 ","1,657 ","2,101 ","2,492 ","2,889 ","3,168 ","3,478 ","3,792 ","4,104 ","4,437 ","4,811 "
2004,C,C2901,LC1,"11,900 ",157 ,471 ,906 ,"1,423 ","1,852 ","2,278 ","2,665 ","3,150 ","3,675 ","4,138 ","4,670 ","5,111 ","5,578 ","6,030 ","6,715 "
2004,C,C3001,LC1,"12,757 ",147 ,497 ,962 ,"1,633 ","2,232 ","2,786 ","3,363 ","3,862 ","4,425 ","4,900 ","5,350 ","5,859 ","6,368 ","6,765 ","7,312 "
2004,C,C3101,LC1,"6,059 ",86 ,262 ,518 ,790 ,"1,064 ","1,290 ","1,560 ","1,798 ","2,013 ","2,218 ","2,445 ","2,650 ","2,839 ","3,037 ","3,283 "
2004,C,C3102,LC1,"2,218 ",37 ,96 ,176 ,291 ,386 ,485 ,588 ,673 ,771 ,853 ,922 ,"1,009 ","1,098 ","1,170 ","1,223 "
2004,C,C3201,LC1,"7,341 ",91 ,290 ,561 ,817 ,"1,097 ","1,384 ","1,650 ","1,929 ","2,200 ","2,453 ","2,728 ","2,995 ","3,367 ","3,658 ","4,062 "
2004,C,C3301,LC1,"5,236 ",85 ,238 ,437 ,646 ,842 ,"1,022 ","1,203 ","1,368 ","1,574 ","1,738 ","1,890 ","2,064 ","2,253 ","2,402 ","2,592 "
2004,C,C3302,LC1,"6,016 ",71 ,267 ,510 ,782 ,988 ,"1,152 ","1,351 ","1,562 ","1,749 ","1,928 ","2,106 ","2,310 ","2,510 ","2,693 ","2,896 "
2004,C,C3401,LC1,"6,463 ",82 ,219 ,449 ,683 ,959 ,"1,186 ","1,451 ","1,733 ","2,027 ","2,323 ","2,625 ","2,918 ","3,151 ","3,421 ","3,786 "
2004,C,C3501,LC1,"6,608 ",71 ,215 ,468 ,779 ,"1,144 ","1,346 ","1,691 ","1,941 ","2,272 ","2,549 ","2,805 ","3,083 ","3,354 ","3,623 ","3,960 "
2004,C,C3601,LC1,"7,440 ",115 ,307 ,597 ,943 ,"1,218 ","1,514 ","1,815 ","2,092 ","2,370 ","2,669 ","2,947 ","3,189 ","3,515 ","3,711 ","4,009 "
2004,C,C3701,LC1,"6,481 ",90 ,278 ,485 ,742 ,988 ,"1,181 ","1,447 ","1,673 ","1,883 ","2,092 ","2,336 ","2,608 ","2,807 ","3,041 ","3,354 "
2004,D,D0101,LC1,"6,953 ",115 ,292 ,588 ,943 ,"1,245 ","1,521 ","1,871 ","2,106 ","2,407 ","2,721 ","2,988 ","3,260 ","3,559 ","3,802 ","4,089 "
2004,D,D0201,LC1,"9,545 ",114 ,360 ,683 ,"1,080 ","1,395 ","1,705 ","1,994 ","2,209 ","2,538 ","2,858 ","3,181 ","3,511 ","3,848 ","4,164 ","4,557 "
2004,D,D0301,LC1,"4,668 ",45 ,182 ,340 ,624 ,817 ,"1,071 ","1,292 ","1,482 ","1,672 ","1,860 ","2,045 ","2,237 ","2,410 ","2,578 ","2,829 "
2004,D,D0401,LC1,"11,421 ",125 ,383 ,789 ,"1,192 ","1,603 ","2,010 ","2,461 ","2,824 ","3,211 ","3,593 ","4,049 ","4,477 ","4,880 ","5,311 ","5,844 "
2004,D,D0501,LC1,"7,452 ",143 ,368 ,683 ,996 ,"1,264 ","1,517 ","1,774 ","2,005 ","2,234 ","2,456 ","2,672 ","2,919 ","3,190 ","3,405 ","3,648 "
2004,D,D0701,LC1,"13,248 ",232 ,635 ,"1,245 ","1,976 ","2,684 ","3,369 ","3,988 ","4,762 ","5,481 ","6,246 ","6,972 ","7,621 ","8,351 ","9,073 ","9,933 "
2004,D,D0801,LC1,"10,883 ",154 ,492 ,953 ,"1,450 ","1,929 ","2,326 ","2,721 ","3,063 ","3,477 ","3,890 ","4,332 ","4,701 ","5,113 ","5,477 ","5,861 "
2004,D,D0901,LC1,"8,711 ",80 ,338 ,642 ,"1,041 ","1,349 ","1,646 ","1,941 ","2,168 ","2,454 ","2,726 ","3,069 ","3,397 ","3,612 ","3,907 ","4,214 "
2004,D,D1001,LC1,"9,058 ",83 ,255 ,589 ,964 ,"1,293 ","1,560 ","1,855 ","2,194 ","2,459 ","2,790 ","3,071 ","3,380 ","3,685 ","3,937 ","4,282 "
2004,D,D1101,LC1,"1,500 ",24 ,66 ,132 ,225 ,319 ,417 ,471 ,523 ,579 ,645 ,698 ,773 ,833 ,872 ,893 
2004,D,D1102,LC1,"2,140 ",27 ,97 ,194 ,291 ,400 ,509 ,589 ,687 ,834 ,922 ,"1,017 ","1,118 ","1,204 ","1,260 ","1,367 "
2004,D,D1103,LC1,843 ,11 ,40 ,66 ,99 ,135 ,165 ,196 ,220 ,248 ,283 ,301 ,325 ,359 ,379 ,405 
2004,D,D1201,LC1,"8,310 ",151 ,385 ,847 ,"1,266 ","1,637 ","2,050 ","2,478 ","2,932 ","3,379 ","3,731 ","4,156 ","4,502 ","4,864 ","5,216 ","5,664 "
2004,D,D1301,LC1,"2,342 ",25 ,85 ,165 ,280 ,370 ,490 ,560 ,650 ,725 ,790 ,885 ,960 ,"1,065 ","1,140 ","1,233 "
2004,D,D1302,LC1,"6,961 ",120 ,336 ,666 ,888 ,"1,143 ","1,348 ","1,552 ","1,766 ","2,070 ","2,279 ","2,509 ","2,741 ","3,038 ","3,266 ","3,536 "
2004,D,D1401,LC1,"8,202 ",91 ,361 ,701 ,"1,111 ","1,468 ","1,809 ","2,146 ","2,467 ","2,771 ","3,070 ","3,375 ","3,671 ","3,986 ","4,251 ","4,523 "
2004,D,D1501,LC1,"8,228 ",126 ,438 ,800 ,"1,135 ","1,413 ","1,645 ","1,897 ","2,125 ","2,367 ","2,592 ","2,876 ","3,146 ","3,446 ","3,652 ","3,955 "
2004,D,D1601,LC1,"1,969 ",31 ,63 ,132 ,222 ,355 ,451 ,530 ,615 ,716 ,796 ,884 ,962 ,"1,035 ","1,085 ","1,176 "
2004,D,D1602,LC1,"6,736 ",87 ,226 ,481 ,753 ,"1,040 ","1,330 ","1,576 ","1,872 ","2,108 ","2,345 ","2,615 ","2,853 ","3,103 ","3,367 ","3,698 "
2004,D,D1701,LC1,"6,188 ",116 ,298 ,578 ,880 ,"1,156 ","1,390 ","1,606 ","1,812 ","2,000 ","2,232 ","2,423 ","2,663 ","2,928 ","3,163 ","3,456 "
2004,D,D1702,LC1,"1,128 ",20 ,63 ,129 ,213 ,272 ,313 ,340 ,376 ,414 ,462 ,499 ,556 ,615 ,653 ,690 
2004,E,E0101,LC2,"6,837 ",75 ,211 ,438 ,688 ,966 ,"1,186 ","1,449 ","1,754 ","2,013 ","2,248 ","2,469 ","2,730 ","2,971 ","3,188 ","3,339 "
2004,E,E0201,LC2,"8,185 ",84 ,299 ,621 ,"1,003 ","1,379 ","1,841 ","2,206 ","2,576 ","2,965 ","3,277 ","3,581 ","3,914 ","4,226 ","4,543 ","4,908 "
2004,E,E0301,LC2,"5,750 ",48 ,149 ,328 ,492 ,685 ,900 ,"1,106 ","1,299 ","1,514 ","1,724 ","1,930 ","2,169 ","2,367 ","2,518 ","2,686 "
2004,E,E0401,LC2,"6,889 ",71 ,306 ,536 ,849 ,"1,179 ","1,423 ","1,715 ","1,977 ","2,242 ","2,479 ","2,749 ","2,982 ","3,239 ","3,431 ","3,661 "
2004,E,E0501,LC2,"15,688 ",238 ,704 ,"1,200 ","1,964 ","2,641 ","3,280 ","4,065 ","4,828 ","5,520 ","6,116 ","6,812 ","7,488 ","8,198 ","8,829 ","9,706 "
2004,E,E0601,LC2,"5,933 ",83 ,214 ,370 ,606 ,803 ,949 ,"1,141 ","1,406 ","1,616 ","1,813 ","1,971 ","2,136 ","2,309 ","2,456 ","2,626 "
2004,E,E0801,LC2,"5,257 ",35 ,151 ,339 ,531 ,714 ,853 ,"1,066 ","1,246 ","1,475 ","1,657 ","1,819 ","2,019 ","2,209 ","2,371 ","2,574 "
2004,E,E0802,LC2,"2,434 ",37 ,104 ,178 ,326 ,462 ,646 ,789 ,947 ,"1,109 ","1,224 ","1,361 ","1,509 ","1,616 ","1,720 ","1,843 "
2004,E,E0901,LC2,"6,239 ",86 ,228 ,478 ,727 ,942 ,"1,139 ","1,387 ","1,635 ","1,886 ","2,138 ","2,355 ","2,624 ","2,902 ","3,046 ","3,294 "
2004,E,E1001,LC2,"7,458 ",66 ,196 ,446 ,769 ,"1,076 ","1,354 ","1,684 ","1,982 ","2,262 ","2,608 ","2,925 ","3,225 ","3,469 ","3,679 ","3,982 "
2004,E,E1101,LC2,"5,356 ",41 ,183 ,354 ,550 ,723 ,898 ,"1,102 ","1,302 ","1,492 ","1,674 ","1,820 ","1,995 ","2,147 ","2,289 ","2,480 "
2004,E,E1201,LC2,"5,836 ",76 ,225 ,442 ,667 ,872 ,"1,095 ","1,312 ","1,522 ","1,716 ","1,870 ","2,046 ","2,230 ","2,419 ","2,536 ","2,697 "
2004,E,E1301,LC2,"6,251 ",86 ,240 ,512 ,793 ,"1,032 ","1,308 ","1,560 ","1,797 ","2,020 ","2,202 ","2,402 ","2,638 ","2,819 ","2,969 ","3,197 "
2004,E,E1401,LC2,"5,825 ",73 ,266 ,473 ,724 ,922 ,"1,146 ","1,349 ","1,576 ","1,784 ","2,003 ","2,177 ","2,352 ","2,495 ","2,627 ","2,833 "
2004,E,E1501,LC2,"7,295 ",105 ,292 ,528 ,861 ,"1,168 ","1,409 ","1,740 ","2,112 ","2,349 ","2,645 ","2,852 ","3,119 ","3,365 ","3,597 ","3,847 "
2004,E,E1601,LC2,"7,184 ",35 ,136 ,303 ,514 ,700 ,924 ,"1,141 ","1,408 ","1,651 ","1,831 ","2,037 ","2,232 ","2,376 ","2,557 ","2,721 "
2004,F,F0101,LC2,"5,088 ",40 ,156 ,341 ,584 ,808 ,"1,013 ","1,192 ","1,403 ","1,586 ","1,804 ","2,025 ","2,180 ","2,371 ","2,543 ","2,737 "
2004,F,F0201,LC2,"5,916 ",76 ,232 ,453 ,700 ,986 ,"1,263 ","1,548 ","1,883 ","2,168 ","2,403 ","2,646 ","2,891 ","3,114 ","3,336 ","3,624 "
2004,F,F0301,LC2,"5,698 ",60 ,175 ,364 ,583 ,865 ,"1,086 ","1,306 ","1,529 ","1,745 ","1,932 ","2,118 ","2,297 ","2,507 ","2,704 ","2,890 "
2004,F,F0401,LC2,"6,543 ",67 ,227 ,492 ,830 ,"1,087 ","1,331 ","1,575 ","1,832 ","2,111 ","2,361 ","2,586 ","2,807 ","3,049 ","3,227 ","3,475 "
2004,F,F0501,LC2,"5,234 ",64 ,200 ,418 ,659 ,851 ,"1,022 ","1,234 ","1,400 ","1,615 ","1,801 ","1,952 ","2,141 ","2,313 ","2,454 ","2,633 "
2004,F,F0601,LC2,"6,690 ",99 ,263 ,506 ,763 ,"1,020 ","1,239 ","1,479 ","1,679 ","1,998 ","2,195 ","2,416 ","2,691 ","2,902 ","3,092 ","3,340 "
2004,F,F0701,LC2,"5,916 ",74 ,234 ,454 ,700 ,894 ,"1,106 ","1,285 ","1,514 ","1,733 ","1,972 ","2,218 ","2,431 ","2,704 ","2,885 ","3,190 "
2004,F,F0801,LC2,"6,302 ",101 ,332 ,645 ,917 ,"1,133 ","1,357 ","1,586 ","1,844 ","2,097 ","2,356 ","2,649 ","2,874 ","3,198 ","3,407 ","3,652 "
2004,F,F0901,LC2,"9,889 ",185 ,479 ,964 ,"1,384 ","1,787 ","2,184 ","2,622 ","3,066 ","3,527 ","3,941 ","4,333 ","4,673 ","5,033 ","5,300 ","5,686 "
2004,F,F1001,LC2,"6,075 ",116 ,310 ,549 ,922 ,"1,195 ","1,450 ","1,833 ","2,129 ","2,413 ","2,619 ","2,929 ","3,164 ","3,440 ","3,633 ","3,918 "
2004,F,F1101,LC2,"9,993 ",154 ,382 ,772 ,"1,314 ","1,706 ","2,100 ","2,542 ","2,918 ","3,359 ","3,722 ","4,075 ","4,409 ","4,720 ","5,065 ","5,520 "
2004,F,F1201,LC2,"6,978 ",94 ,269 ,561 ,926 ,"1,209 ","1,515 ","1,892 ","2,259 ","2,621 ","2,913 ","3,237 ","3,534 ","3,820 ","4,107 ","4,466 "
2004,F,F1301,LC2,"7,268 ",102 ,268 ,566 ,918 ,"1,248 ","1,597 ","1,948 ","2,320 ","2,675 ","2,956 ","3,223 ","3,504 ","3,811 ","4,023 ","4,369 "
2004,F,F1401,LC2,"7,574 ",85 ,298 ,644 ,"1,055 ","1,431 ","1,758 ","2,110 ","2,477 ","2,812 ","3,173 ","3,516 ","3,793 ","4,083 ","4,303 ","4,626 "
2004,F,F1501,LC2,"4,454 ",70 ,187 ,345 ,508 ,703 ,934 ,"1,110 ","1,315 ","1,550 ","1,681 ","1,855 ","2,064 ","2,246 ","2,418 ","2,636 "
2004,F,F1502,LC2,"2,866 ",22 ,77 ,185 ,343 ,513 ,627 ,802 ,935 ,"1,112 ","1,252 ","1,379 ","1,511 ","1,644 ","1,774 ","1,955 "
2004,F,F1601,LC2,"8,552 ",119 ,372 ,845 ,"1,236 ","1,586 ","1,894 ","2,243 ","2,587 ","2,926 ","3,236 ","3,505 ","3,743 ","3,975 ","4,171 ","4,435 "
2004,F,F1701,LC2,"9,678 ",159 ,438 ,859 ,"1,341 ","1,713 ","2,046 ","2,463 ","2,839 ","3,202 ","3,571 ","3,932 ","4,318 ","4,666 ","4,992 ","5,400 "
2004,F,F1801,LC2,"10,476 ",118 ,391 ,855 ,"1,309 ","1,741 ","2,077 ","2,395 ","2,776 ","3,086 ","3,420 ","3,787 ","4,154 ","4,524 ","4,852 ","5,284 "
2004,F,F1901,LC2,"5,443 ",111 ,311 ,558 ,790 ,"1,075 ","1,252 ","1,457 ","1,647 ","1,851 ","2,031 ","2,240 ","2,449 ","2,616 ","2,775 ","2,980 "
2004,F,F2001,LC2,"6,820 ",110 ,262 ,539 ,821 ,"1,112 ","1,356 ","1,602 ","1,820 ","2,074 ","2,330 ","2,605 ","2,861 ","3,068 ","3,279 ","3,525 "
2004,F,F2101,LC2,"7,886 ",90 ,315 ,621 ,948 ,"1,234 ","1,500 ","1,741 ","1,990 ","2,224 ","2,507 ","2,831 ","3,044 ","3,312 ","3,532 ","3,827 "
2004,G,G0101,LC2,"8,730 ",104 ,361 ,706 ,"1,126 ","1,469 ","1,817 ","2,242 ","2,570 ","2,909 ","3,262 ","3,544 ","3,879 ","4,212 ","4,480 ","4,858 "
2004,G,G0201,LC2,"6,942 ",107 ,343 ,554 ,802 ,"1,065 ","1,333 ","1,662 ","1,906 ","2,228 ","2,619 ","2,777 ","3,042 ","3,331 ","3,659 ","3,820 "
2004,G,G0301,LC2,"6,459 ",101 ,292 ,603 ,909 ,"1,176 ","1,435 ","1,710 ","1,960 ","2,216 ","2,453 ","2,700 ","2,957 ","3,191 ","3,402 ","3,617 "
2004,G,G0401,LC2,"7,774 ",99 ,294 ,516 ,749 ,"1,132 ","1,383 ","1,700 ","2,046 ","2,304 ","2,621 ","2,904 ","3,161 ","3,454 ","3,764 ","4,024 "
2004,G,G0501,LC2,"9,813 ",137 ,476 ,918 ,"1,350 ","1,738 ","2,055 ","2,449 ","2,795 ","3,126 ","3,517 ","3,887 ","4,258 ","4,664 ","4,988 ","5,453 "
2004,G,G0601,LC2,"3,072 ",43 ,111 ,238 ,386 ,567 ,689 ,828 ,955 ,"1,099 ","1,232 ","1,341 ","1,464 ","1,561 ","1,667 ","1,837 "
2004,G,G0602,LC2,"3,296 ",35 ,163 ,322 ,458 ,618 ,767 ,941 ,"1,055 ","1,180 ","1,320 ","1,473 ","1,629 ","1,755 ","1,862 ","2,000 "
2004,G,G0701,LC2,"3,226 ",31 ,95 ,203 ,313 ,440 ,587 ,710 ,857 ,"1,013 ","1,117 ","1,233 ","1,360 ","1,466 ","1,578 ","1,731 "
